ID,UTTERANCE,CORE RELATIONS
2526,what is the release date for the movie heroine,movie.initial_release_date
2527,what movies were released nine fourteen twelve,movie.initial_release_date
2528,where can i find a list of movies released nine fourteen twenty twelve,movie.initial_release_date
2529,i want you to pull up movies from nine fourteen,movie.initial_release_date
2530,what movies were released on nine twenty one twelve,movie.initial_release_date
2531,show me movies from the nineteen fifties,movie.initial_release_date
2532,search nineteen ninety 's movies,movie.initial_release_date
2533,show me films that came out in september of this year,movie.initial_release_date
2534,movies in september twenty twelve,movie.initial_release_date
2535,movies released in september twenty twelve,movie.initial_release_date
2536,what are some new movie releases for september twenty twelve,movie.initial_release_date
2537,get a list of movies released in september,movie.initial_release_date
2538,show me movies coming out in september,movie.initial_release_date
2539,show me movies released in september,movie.initial_release_date
2540,what movies came out in september,movie.initial_release_date
2541,what movies were released in september,movie.initial_release_date
2542,find movies released in september,movie.initial_release_date
2543,show me movies from the sixties,movie.initial_release_date
2544,what twenty twelve movies were rated pg,movie.rating movie.initial_release_date
2545,give me a list of twenty twelve rated r movies,movie.rating movie.initial_release_date
2546,twenty twelve twentieth century fox movies,movie.production_companies movie.initial_release_date
2547,search twenty twelve movies,movie.initial_release_date
2548,i want a danish language speaking film,movie.language
2549,are there any danish language films around,movie.language
2550,movies in dutch,movie.language
2551,showcase all movies in 2012 that are in french,movie.language movie.initial_release_date
2552,movies in french,movie.language
2553,display a list of 2012 movies in german,movie.language movie.initial_release_date
2554,show me a hindi action movie,movie.language movie.genre
2555,show me the latest movies in malayalam,movie.language movie.initial_release_date
2556,what movies are their in portuguese,movie.language
2557,see movies in punjabi,movie.language
2558,search for movies in canada with james brown,movie.locations movie.starring.actor
2559,i want movies in france,movie.locations
2560,movies from paris,movie.locations
2561,show me movies from paris,movie.locations
2562,movies for twenty twelve based in spain,movie.locations movie.initial_release_date
2563,look for movies acted in spain,movie.locations
2564,search movies acted in spain,movie.locations
2565,search movies acted in sweden,movie.locations
2566,i want to see a list of all movies in the usa,movie.locations
2567,show me movies in the usa,movie.locations
2568,what are the movies that alfred ruddy produced,movie.produced_by
2569,get movie information for lionsgate,movie.produced_by
2570,what movies did disney produce in 1998,movie.production_companies movie.initial_release_date
2571,find dreamworks movies from twenty ten,movie.production_companies movie.initial_release_date
2572,lionsgate movies for twenty thirteen,movie.production_companies movie.initial_release_date
2573,show me all recent pg movies by paramount,movie.production_companies movie.initial_release_date movie.rating
2574,find films made by the company searchlight films,movie.production_companies
2575,show me the movies rating a,movie.rating
2576,find all movies rated g in the last year,movie.rating movie.initial_release_date
2577,show all movies made in twenty eleven with g rating,movie.rating movie.initial_release_date
2578,show nc seventeen movies for twenty eleven,movie.rating movie.initial_release_date
2579,find sports movies rated pg,movie.rating movie.subjects
2580,list all movies rated pg and pg-13 released in 2009,movie.rating movie.initial_release_date
2581,show all r movies for twenty eleven,movie.rating movie.initial_release_date
2582,what r -rated movies were released in twenty twelve,movie.rating movie.initial_release_date
2583,find detective movies rated r,movie.rating movie.subjects
2584,what movies are safe for a young child to watch,movie.rating
2585,show me brittney murphey movies,movie.starring.actor
2586,get me movies with chloe sevigny,movie.starring.actor
2587,show me all movies hillary duff has been in,movie.starring.actor
2588,list only jason statham movies,movie.starring.actor
2589,what movies did kelly brooke do,movie.starring.actor
2590,what movies did meryl streep make in 2010,movie.starring.actor movie.initial_release_date
2591,show me the movies acted by namitha,movie.starring.actor
2592,find movies with von sudow,movie.starring.actor
2593,search for films with von sudow,movie.starring.actor
2594,i would like to know in detail about the film career of indian actor dilip kumar,movie.starring.actor actor.nationality
2595,show me movies that jennifer grey starred in from nineteen eighty seven,movie.starring.actor movie.initial_release_date
2596,what movie had katie holmes and scott wolf in it,movie.starring.actor
2597,what is the movie with patrick swayze and jennifer grey,movie.starring.actor
2598,find a movie about apartheid,movie.subjects
2599,show me some movies about apartheid,movie.subjects
2600,i want to see a movie about armstrong siddly,movie.subjects
2601,what movies are filmed about asia,movie.subjects
2602,show all movies about britian,movie.subjects
2603,show me movies involving car chases,movie.subjects
2604,do you have any movies about cars,movie.subjects
2605,i want to see films involving cars,movie.subjects
2606,i want to see movies about cars,movie.subjects
2607,movies about cars,movie.subjects
2608,find movies about church,movie.subjects
2609,classic car movies,movie.subjects
2610,show classic car movies,movie.subjects
2611,show me movies about classic cars,movie.subjects
2612,what movies have classic cars in them,movie.subjects
2613,find movies about classic cars,movie.subjects
2614,movies about classic cars,movie.subjects
2615,movies about computers,movie.subjects
2616,show me all movies from 2000 about dogs,movie.subjects movie.initial_release_date
2617,what foreign film involves dragons,movie.country movie.subjects
2618,what is the latest movie out about esp,movie.initial_release_date movie.subjects
2619,i am really interested in esp and would like to see a movie,movie.subjects
2620,i would love to see a movie about esp,movie.subjects
2621,i wonder if there are any movies out about esp,movie.subjects
2622,what movies were released in 2012 about ice skating,movie.subjects movie.initial_release_date
2623,list films concerning the country of france,movie.subjects
2624,show me movies about france,movie.subjects
2625,display movies concerning france,movie.subjects
2626,list movies filmed on france,movie.subjects
2627,display french culture films,movie.subjects
2628,find movies about gardening and lawn care,movie.subjects
2629,gardening movies,movie.subjects
2630,i would like to know names of some movies related with gardening,movie.subjects
2631,results for gardening movies,movie.subjects
2632,i want to see movies about gardening,movie.subjects
2633,show me movies about gardening,movie.subjects
2634,show me movies on gardening,movie.subjects
2635,show movies on gardening,movie.subjects
2636,movies about gardens,movie.subjects
2637,search for movies about hair,movie.subjects
2638,find movies about haunting,movie.subjects
2639,show me movies that talk about healthy eating,movie.subjects
2640,give me a list of movies that discuss healthy eating,movie.subjects
2641,give me a list of movies the deal with the topic of healthy eating,movie.subjects
2642,the movie that has a kid who ages into a man,movie.subjects
2643,titles of movies about libraries,movie.subjects
2644,make a list of movies about libraries,movie.subjects
2645,list movies about libraries,movie.subjects
2646,search movies about the october revolution,movie.subjects
2647,period movies,movie.subjects
2648,search for movies about preschool boys,movie.subjects
2649,race car movies,movie.subjects
2650,show me a list of some movies on religious issues,movie.subjects
2651,best space movie,movie.subjects
2652,space movies,movie.subjects
2653,list some sports movies,movie.subjects
2654,show me movies about the future,movie.subjects
2655,movies about the president,movie.subjects
2656,are there any movies that have tips about gardening in them,movie.subjects
2657,list of movies about unsolved crimes,movie.subjects
2658,find movies about us government,movie.subjects
2659,find war movies rated r,movie.rating movie.subjects
2660,what zombie movies are scheduled for release in twenty thirteen,movie.subjects movie.initial_release_date
2661,display movies on gardening,movie.subjects
2662,show all movies with america in title,NO_REL
2663,pull up films with flowers in the title,NO_REL
2664,show me movies about gardening,movie.subjects
2665,where can i find the movie amelie in french,movie.language
2666,did tom hanks act in and produce apollo thirteen,movie.starring.actor movie.produced_by
2667,show me belle the movie is it in spanish,movie.language
2668,search for despicable me in italian,movie.language
2669,is et in french,movie.language
2670,looking for et in french,movie.language
2671,show movie evil goes global on oh nine fourteen twelve,movie.initial_release_date
2672,get finding nemo twenty oh three,movie.initial_release_date
2673,where can i find the movie garayh in punjabi,movie.language
2674,did albert ruddy produce all of the godfather movies,movie.produced_by
2675,is this movie german,movie.country
2676,is this movie directed by a norwegian,movie.directed_by director.nationality
2677,is this movie scary,movie.genre
2678,are there any recent versions of gone with the wind,movie.initial_release_date
2679,is this movie in french,movie.language
2680,is this movie in punjaki,movie.language
2681,is this movie in turkish language,movie.language
2682,was this movie filmed in china,movie.locations
2683,sergio leone good bad and ugly,movie.directed_by
2684,find goodfellas in german,movie.language
2685,is a hard day's night a documentary,movie.genre
2686,was the movie heroine released in september of twenty twelve,movie.initial_release_date
2687,can i have hotel transylvania three d,NO_REL
2688,house to akrend street,NO_REL
2689,show me the movie lionsgate,NO_REL
2690,download mission impossible in spanish,movie.language
2691,i want to see mission impossible in spanish,movie.language
2692,please show mission impossible in spanish,movie.language
2693,show me mission impossible in spanish,movie.language
2694,show mission impossible in spanish please,movie.language
2695,list movie omg on oh nine twenty eight twenty twelve,movie.initial_release_date
2696,find pirates of the caribean in french,movie.language
2697,is a seperation in french,movie.language
2698,smurfs for the kids,movie.rating
2699,is there a sound of music two,NO_REL
2700,find me information about the first star wars,movie.initial_release_date
2701,is the nineteen seventieseven starwars movie rated pg,movie.rating movie.initial_release_date
2702,show star wars movie,NO_REL
2703,show star wars movie list,NO_REL
2704,will's in the hitch,movie.starring.actor
2705,search for the hunger games in korean,movie.language
2706,rated pg lion king info,movie.rating
2707,is toy story family friendly,movie.rating
2708,search for information about american movies,movie.country
2709,show all horror movies that me out in twenty twelve,movie.genre movie.initial_release_date
2710,where can i find information about movies released nine fourteen twenty twelve,movie.initial_release_date
2711,show me information about movies from liongate,movie.production_companies
2712,search disney pictures,NO_REL
2713,alberts bio,NO_REL
2714,alberts family,NO_REL
2715,show british actor jason stathon,person.nationality
2716,arabic actors,person.country
2717,give me a list of irish actors,person.nationality
2718,name of company produced forrest gump,movie.production_companies
2719,find the producer of a mom for christmas,movie.produced_by
2720,production company for amityville horror,movie.production_companies
2721,who produced the antwon fisher stoy,movie.produced_by
2722,who produced the movie caddy shack,movie.produced_by
2723,find the producer of lord of the flys,movie.produced_by
2724,who produced mirror by tarkovsky,movie.directed_by movie.produced_by
2725,do you know who produced star wars,movie.produced_by
2726,i need to know who produced star wars,movie.produced_by
2727,who produced star wars,movie.produced_by
2728,who produced star wars,movie.produced_by
2729,name of company that produced the great debaters,movie.production_companies
2730,what studio produced lord of the rings,movie.production_companies
2731,think like a man the movie which company produce,movie.production_companies
2732,find period productions,NO_REL
2733,what movie rating is the anchorman,movie.rating
2734,is house at the end of the street' ok for my six year old,movie.rating
2735,what is the rating for marley and me,movie.rating
2736,show me the movie rating for resident evil: retribution,movie.rating
2737,what ages is wall-e good for,movie.rating
2738,how much money did bananas make,movie.gross_revenue
2739,how much revenue did bananas make,movie.gross_revenue
2740,what was the total gross for the movie bananas,movie.gross_revenue
2741,what was the revenue from beaches,movie.gross_revenue
2742,find the revenue of big,movie.gross_revenue
2743,find the revenue of black beauty,movie.gross_revenue
2744,how much money did black swan bring,movie.gross_revenue
2745,what was black swan's revenue,movie.gross_revenue
2746,how much revenue did bourne identity make,movie.gross_revenue
2747,revenue for breaking dawn,movie.gross_revenue
2748,how much did dark night make at the box office,movie.gross_revenue
2749,show me the revenue created by dragon war,movie.gross_revenue
2750,end of watch gross,movie.gross_revenue
2751,how much did end of watch make in the box office,movie.gross_revenue
2752,how much money did end of watch make in theaters,movie.gross_revenue
2753,what is the revenue for fast and the furious,movie.gross_revenue
2754,how much revenue did finding nemo 3d make,movie.gross_revenue
2755,look for revenue from freedom writers,movie.gross_revenue
2756,show me the revenue created by ghost rider spirit of vengeance,movie.gross_revenue
2757,total revenue for ghostbusters,movie.gross_revenue
2758,can you tell me the amount of money this movie made,movie.gross_revenue
2759,how much did this movie earn,movie.gross_revenue
2760,how much did this movie make,movie.gross_revenue
2761,how much did this movie make,movie.gross_revenue
2762,how much money did this movie accumalate,movie.gross_revenue
2763,how much did movie make,movie.gross_revenue
2764,what was revenue made from the movie great debaters,movie.gross_revenue
2765,how much did harry potter and the sorcerer's stone make,movie.gross_revenue
2766,how much did hitch gross,movie.gross_revenue
2767,how much money did hitch make,movie.gross_revenue
2768,what was the box office gross in hitch,movie.gross_revenue
2769,hotel translyvania box office numbers,movie.gross_revenue
2770,how much did hotel transylvania gross,movie.gross_revenue
2771,how much did hotel transylvania make in the box office,movie.gross_revenue
2772,how much money did hotel transylvania gross overall,movie.gross_revenue
2773,how much did house at the end of the street make,movie.gross_revenue
2774,how much did house on the end of the street gross,movie.gross_revenue
2775,revinue for I'll be home for christmas,movie.gross_revenue
2776,how much money did iron man gross,movie.gross_revenue
2777,how much money did iron man make,movie.gross_revenue
2778,what was the profit margin of iron man,movie.gross_revenue
2779,find revenue generated by kahani,movie.gross_revenue
2780,want to find the revenue of kahani,movie.gross_revenue
2781,what was the revenue of kahani,movie.gross_revenue
2782,what did the movie life is beautiful gross,movie.gross_revenue
2783,dollars in sales looper,movie.gross_revenue
2784,how many dollars did looper gross,movie.gross_revenue
2785,how much did looper gross,movie.gross_revenue
2786,how much did looper make in the box office,movie.gross_revenue
2787,how much money did looper make,movie.gross_revenue
2788,how much revenue has looper made,movie.gross_revenue
2789,looper revenue,movie.gross_revenue
2790,what were the box office sales for looper,movie.gross_revenue
2791,how much did looper gross,movie.gross_revenue
2792,what was men in black 3's revenue,movie.gross_revenue
2793,find the revenue of mirror,movie.gross_revenue
2794,what is the box office of mirror,movie.gross_revenue
2795,what is the revenue of mirror,movie.gross_revenue
2796,revenue for ms. congeniality,movie.gross_revenue
2797,can you please tell me about the revenue for the movie mr and mrs smith,movie.gross_revenue
2798,find revenue from my boys,movie.gross_revenue
2799,what was the revenue for pulp fiction,movie.gross_revenue
2800,show me the revenue created by romeo must die,movie.gross_revenue
2801,find how much money shark tales made,movie.gross_revenue
2802,how much did shrek make,movie.gross_revenue
2803,how much money did shrek bring in,movie.gross_revenue
2804,what was shrek's revenue,movie.gross_revenue
2805,what were the earnings from signs,movie.gross_revenue
2806,snow white and the huntsman revenue,movie.gross_revenue
2807,how much money did star wars earn at the box office,movie.gross_revenue
2808,how much revenue did star wars make,movie.gross_revenue
2809,look for revenue from step up,movie.gross_revenue
2810,please look up revenue from step up,movie.gross_revenue
2811,what was the gross revenue for superman returns,movie.gross_revenue
2812,box office total terminator 2,movie.gross_revenue
2813,amazing spiderman revenue,movie.gross_revenue
2814,how much revenue did the amazing spiderman make,movie.gross_revenue
2815,can you tell me the revenue for cabin in the woods,movie.gross_revenue
2816,how much revenue did cabin in the woods bring in,movie.gross_revenue
2817,i am interested in what cabin in the woods made in revenue,movie.gross_revenue
2818,kindly show me the revenue for cabin in the woods,movie.gross_revenue
2819,the cabin in the woods revenue,movie.gross_revenue
2820,show me the revenue created by the expendables 2,movie.gross_revenue
2821,show me the revenue created by the expendables,movie.gross_revenue
2822,find revenue generated by the help,movie.gross_revenue
2823,how much was generated from the movie the help,movie.gross_revenue
2824,how much did lord of the rings make,movie.gross_revenue
2825,how much revenue did lord of the rings get,movie.gross_revenue
2826,what is the revenue for lord of the rings,movie.gross_revenue
2827,find the revenue for passion of the christ,movie.gross_revenue
2828,what was the gross revenue for the princess bride,movie.gross_revenue
2829,revenue for the way we were,movie.gross_revenue
2830,how much did trouble with the curve gross,movie.gross_revenue
2831,how much did trouble with the curve make,movie.gross_revenue
2832,how much did trouble with the curve make in the box office,movie.gross_revenue
2833,trouble with the curve profit,movie.gross_revenue
2834,what is finding nemo about,movie.subjects
2835,what is the movie the campaign about,movie.subjects
2836,what is the movie the campaign about,movie.subjects
2837,show all italian movies made in twenty twelve,movie.country movie.language movie.initial_release_date
2838,show all russian movies made in the last five years,movie.country movie.language movie.initial_release_date
2839,show me all the russian films for twenty twelve,movie.country movie.language movie.initial_release_date
2840,look for english movies based in the uk,movie.locations movie.language movie.country
2841,i'd like to see a movie that was filmed in africa,movie.locations movie.country
2842,who produces for fox movies,movie.production_companies movie.produced_by
2843,which producers work for fox,movie.production_companies movie.produced_by
2844,find movie based on criteria,movie_other
2845,how often does he put movies out,movie_other
2846,is finding nemo available on netflix,movie_other
2847,is this movie for rent,movie_other
2848,search by actor,movie_other
2849,search by actor,movie_other
2850,search by actor,movie_other
2851,search by box-office rating,movie_other
2852,search by director,movie_other
2853,search by producer,movie_other
2854,search by release date,movie_other
2855,search by stars,movie_other
2856,search by type,movie_other
2857,searching for cheap movies,movie_other
2858,searching for movie prices please,movie_other
2859,show me the movie itself,movie_other
2860,show page for moview,movie_other
2861,where can i rent this movie,movie_other
2862,find ratings,movie_other
2863,are any of these directors dead,movie_other
2864,are these directors still alive,movie_other
2865,list comedians in the movies,movie_other
2866,brazil info on movies,movie_other
2867,can i buy this movie,movie_other
2868,feature films,movie_other
2869,find biographies,movie_other
2870,find expensive movies online,movie_other
2871,find specific movie,movie_other
2872,most translated foreign film,movie_other
2873,movie type,movie_other
2874,movies coming to theatres soon,movie_other
2875,find most popular actors,movie_other
2876,look for the actor that sings let me love you,movie_other
2877,bings stuff steven spielberg,movie_other
2878,how directed alfred hitchcock shows,movie_other
2879,are there sub-titles,movie_other
2880,where is movies dialect from,movie_other
2881,please look up and alfred movies,movie_other
2882,is kristen stewart really dating robert pattinson,movie_other
2883,is tom cruise getting a divorce,movie_other
2884,is tom cruise married,movie_other
2885,list women married to directors in the movies,movie_other
2886,robert wise children,movie_other
2887,where did spielberg go to school,movie_other
2888,where does tom cruise live,movie_other
2889,middle aged white actors,movie_other
2890,what are the logos for popular production companies,movie_other
2891,i want to find more movies like life is beautiful,movie_other
2892,i want to watch movies like finding nemo,movie_other
2893,like dirty dancing,movie_other
2894,movies like in july,movie_other
2895,movies like life is beautiful,movie_other
2896,search for dramas like downton abbey,movie_other
2897,show me related movies like in july,movie_other
2898,show other movies similar to this,movie_other
2899,what are some movies like the campaign,movie_other
2900,what are sone other movies house at the end of the street,movie_other
2901,what movies are like house at the end of the street,movie_other
2902,what movies are related to dirty dancing,movie_other
2903,what movies are related to in july,movie_other
2904,what other movies are about the holocaust similar to life is beautiful,movie_other
2905,what did steven spielberg do before he was a director,movie_other
2906,what made darla anderson become a producer,movie_other
2907,what was robert wise favorite part of directing the sound of music,movie_other
2908,did looper come in second at twenty one mil,movie_other
2909,actors considered for new movie,movie_other
2910,find the actor with 4 r and b albums,movie_other
2911,find the actor with the album entitled go,movie_other
2912,i would like to look up the actor with the album entitled dna,movie_other
2913,search for the actor that sings let me love you,movie_other
2914,after watching this movie will i have nightmares about it,movie_other
2915,show me the behind scenes look of how the movie was made,movie_other
2916,show me videos of steven spielberg on the red carpet with his wife,movie_other
2917,what movie came in second this weekend,movie_other
2918,ed harris quotes from apollo thirteen,movie_other
2919,how did robert wise get hired to direct the sound of music,movie_other
2920,show me magazine reviews,other
2921,language,other
2922,what do the actors speak,other
2923,auqua fish,other
2924,bing star wars four,movie_other
2925,camping,other
2926,classic cars,other
2927,he gets a job in a big city,other
2928,he works in a toy company,other
2929,healing plants,other
2930,herbs and health,other
2931,house at the street,other
2932,house on mend street,other
2933,house on over street,other
2934,houses on streets,other
2935,i wonder if time travel is possible,other
2936,info zombies,other
2937,list zombies,other
2938,netflix,other
2939,scary,other
2940,select shown information,other
2941,unique cars,other
2942,water beast,other
2943,zombies,other
2944,zombies info,other
2945,zombies list,other
2946,rating,movie_other
2947,why is rated g,movie_other
2948,how old is miley cirus,other
2949,show me pictures of beautiful people,other
2950,albery death yr,other
2951,arabic life of a movie,other
2952,bald male actors,movie_other
2953,brazil rates of pay,other
2954,can i have a map of britain please,other
2955,can i see a list of movie genres,movie_other
2956,change rating because sometimes monsters scare kids,other
2957,click on the orang information,other
2958,countries flags,other
2959,des ireland have any movie festivals,other
2960,did hotel transylvania break any records,movie_other
2961,did you enjoy voice acting for the movie kung fo panda,movie_other
2962,did you have arguments with anyother set members,other
2963,did you have conflits with anyone,other
2964,did you have fun directing gilda mister vidor,movie_other
2965,did you have fun directing your films,movie_other
2966,did you help with anything other than the script,other
2967,different country flags,other
2968,display all the flags of the world,other
2969,do they have oscar awards in india,movie_other
2970,do you have dress in stock,other
2971,england will you make movie about the life of prince william and harry's life,movie_other
2972,find map of canada,other
2973,find select info,other
2974,flags,other
2975,flags of foreign countries,other
2976,give me more information about the text highlighted in orange,other
2977,goto greyscale,other
2978,how ad would you be,other
2979,how can a movie be nr,movie_other
2980,how do movies receive r ratings,movie_other
2981,how do people live in japan,other
2982,how do they determine the rating levels for movies,movie_other
2983,how many people live in japan,other
2984,how old do you have to be to see an r rated movie,movie_other
2985,how old do you need to be to watch r movies,movie_other
2986,how popular do you think the movie will be,movie_other
2987,i love alfred hitchcock,other
2988,i need information about parental guidance ratings,movie_other
2989,i want to see all the flags of the world,other
2990,i would like to get details about the information in orange,other
2991,if he was still making movies would you want to help,movie_other
2992,if the movie was canceled how mad do you think the public would be,movie_other
2993,if you could descrbe your movie in one word what would it be,movie_other
2994,if you werent the director,movie_other
2995,i'm looking for a map of britain,other
2996,images of foreign countries,other
2997,in search of the map of canada,other
2998,is punjabi a language,other
2999,is tom cruise going to do another mission imposiible,movie_other
3000,is wb owned by another company as of right now and they just keep their tag name,movie_other
3001,jenn ann house,other
3002,jenn ann news feed twenty ten,other
3003,look for information about parental guidance,movie_other
3004,mister lester did you get to meet the beatles,other
3005,movie made,movie_other
3006,movie parental guidance rating scale,movie_other
3007,never would watch this movie with a rating of dredd change rating,movie_other
3008,only show me movie ratings that my sixteen year old daughter can also view with me,movie_other
3009,paramount- do you pay all the expenses for the stand byes,other
3010,parental guidance scale,movie_other
3011,pg information,movie_other
3012,pull up the dropdown minue in orange,other
3013,r info,movie_other
3014,r rating means sex or nudity,movie_other
3015,r rating means violence,movie_other
3016,rating scale to rate guidance,movie_other
3017,sb directort cuts,other
3018,sb love life,other
3019,search for parental guidance information,movie_other
3020,should i let my kid see a pg thirteen movie alone,movie_other
3021,show information in arabic,other
3022,show information in english,other
3023,show information in turkish,other
3024,show me all the information highlighted in orange,other
3025,show me flags of the world,other
3026,show me information in orange,other
3027,show me more details about the information highlighted in orange,other
3028,show me movie production logos,movie_other
3029,show me successfull people,other
3030,show me the credits in orange,other
3031,show me the movie history,movie_other
3032,show me the not rated label,movie_other
3033,show me the rated r movie label,movie_other
3034,show me videos in orange,other
3035,show me viewer ratings in orange,other
3036,thirty dance,other
3037,twenty one point two mill,other
3038,twenty one point two was amazing,other
3039,universal how many producers work to put a movie production together,other
3040,was twenty one point two million grossed in the first day or week,other
3041,what,other
3042,what age group is an r movie appropriate for,movie_other
3043,what age group is g rated movies for,movie_other
3044,what are some different movie genres,movie_other
3045,what are some flags of the world,other
3046,what are the company logos you see at the beginning of a movie,movie_other
3047,what are the names of some famous producers in hollywood,movie_other
3048,what are the recommended ages for a pg thirteen movie,movie_other
3049,what can an r rated movie show,movie_other
3050,what does a g rating mean,movie_other
3051,what does a movie have if it is rated r,movie_other
3052,what does a pg rating mean,movie_other
3053,what does a r rating mean,movie_other
3054,what does nr stand for,movie_other
3055,what does rated g mean,movie_other
3056,what does rated r mean,movie_other
3057,what does the flag of greece look like,other
3058,what does the flag of japan look like,other
3059,what does the flag of norway look like,other
3060,what does the flag of vietnam look like,other
3061,what does the paramount logo look like,movie_other
3062,what is,other
3063,what is the difference between an r rating and pg thirteen,movie_other
3064,what is the difference between rated nr and r,movie_other
3065,what is the g rating,movie_other
3066,what is the main export of japan,other
3067,what is the rating system called for movies,movie_other
3068,what makes a movie get an r rating,movie_other
3069,what types of movies are there,movie_other
3070,where can i go to find additional rating information,movie_other
3071,who was your favorite beatle,other
3072,who was your favorite set member,movie_other
3073,whos idea was it for kung fo panda two,other
3074,why is the three d version and the standard version released on the same day,other
3075,why is this movie rated pg,movie_other
3076,why is this movie rated r,movie_other
3077,would you try to make a sequal,other
3078,show me ireland's flag,other
3079,searching for maps,other
3080,where is japan,other
3081,find,other
3082,find all criteria,other
3083,find all selected info,other
3084,find highlighted info,other
3085,funnie,other
3086,genuine,other
3087,grayscale,other
3088,great,other
3089,list page,other
3090,noisy,other
3091,search databases,other
3092,search popularity,other
3093,search selected info,other
3094,september twenty eight,other
3095,dirty dan,other
3096,july,other
3097,pg thirteen information,movie_other
3098,adventeurous,other
3099,find selected info,other
3100,has he written anything new,other
3101,love,other
3102,wilford,other
3103,william,other
3104,pull up photos of sexy women,other
3105,show me pictures of beautiful men,other
3106,show me pictures of beautiful women,other
3107,show me pictures of famous blondes,other
3108,what does person look like,other
3109,on julie,other
3110,on july,other
3111,send dredd movie,other
3112,what does pg thirteen stand for,movie_other
3113,would you make a sequel,other
3114,show me the highlighted topics,other
3115,want page,other
3116,are the animated charactors protrayed as small or human size,other
3117,what was the country where nobody knows takes place,other
3118,show me bio of person,other
3119,show me famous people,other
3120,was the poularity good or bad,other
3121,take me to freebase to find out more about this movie,movie_other
3122,tyler p new projects,other
3123,what movies have they done,movie_other
3124,how many shaft movies are there,NO_REL
3125,how many movies has he directed this season,movie.directed_by movie.initial_release_date
3126,how many movies has he directed,movie.directed_by
3127,did the dad in daddy daycare also play in dr doolittle,movie.starring.actor movie.starring.character
3128,who played the principal in ferris bueller's day off,movie.starring.actor movie.starring.character
3129,show me the little girl from full house,movie.starring.actor movie.starring.character
3130,who is the gym teacher in glee,movie.starring.actor movie.starring.character
3131,who was richie's mother in happy days,movie.starring.actor movie.starring.character
3132,who was barty crouch's son in harry potter,movie.starring.actor movie.starring.character
3133,who was the sheriff that had to kill the bad guy in high noon,movie.starring.actor movie.starring.character
3134,who is the actress who played lucy's best friend on i love lucy,movie.starring.actor movie.starring.character
3135,what actress played mother in mirror by tarkovsky,movie.starring.actor movie.starring.character movie.directed_by
3136,who played the little girl in my girl,movie.starring.actor movie.starring.character
3137,who played opposite sidney poitier in shoot to kill,movie.starring.actor movie.starring.character
3138,who played the mother in steel magnolias,movie.starring.actor movie.starring.character
3139,who played the doctor in the doctor,movie.starring.actor movie.starring.character
3140,who is in picture five,movie.starring.actor
3141,who is in picture one,movie.starring.actor
3142,who is in picture two,movie.starring.actor
3143,who are the actors,movie.starring.actor
3144,find cast members,movie.starring.actor
3145,the name of the actress who played the boy's mother in the russian movie mirror,movie.starring.actor movie.starring.character movie.country
3146,what is the name of the red ranger guy in power rangers,movie.starring.actor movie.starring.character
3147,give me the name of the mom on seinfeld,movie.starring.actor movie.starring.character
3148,i need to know the name of the mom on seinfeld,movie.starring.actor movie.starring.character
3149,what is the name of the actor who played the dad in the parent trap,movie.starring.actor movie.starring.character
3150,get me the name of the actor what was the dad in to kill a mockingbird,movie.starring.actor movie.starring.character
3151,what awards did this film receive,movie.award
3152,did this movie win any awards,movie.award
3153,did this movie win any awards,movie.award
3154,has charles vidor won any awards,person.award
3155,show richard lester's awards,person.award award.category award.ceremony
3156,what awards has spielberg won,person.award award.category award.ceremony
3157,usa release date for the film little women,movie.release release.date release.region
3158,when will the sequel to the hunger games be released,movie.initial_release_date
3159,release date,movie.initial_release_date
3160,can you give me the release date,movie.initial_release_date
3161,show me some of the greatest film directors of our time,movie.directed_by movie.initial_release_date movie.star_rating
3162,show me directors of famous films,movie.directed_by movie.star_rating
3163,show me famous directors,movie.directed_by movie.star_rating
3164,show me famous movie directors,movie.directed_by movie.star_rating
3165,show me the top hollywood film directors of all time,movie.directed_by movie.star_rating
3166,who are these directors,NO_REL
3167,show me the director,movie.directed_by
3168,name me the director,movie.directed_by
3169,what genre,movie.genre
3170,what video clips have will ferrell,movie.media movie.starring.actor
3171,evil goes global video,movie.media
3172,display the video of finding nemo twenty oh three,movie.media movie.initial_release_date
3173,get the video of finding nemo twenty oh three,movie.media movie.initial_release_date
3174,watch finding nemo,movie.media
3175,watch movie omg oh nine twenty eight twenty twelve,movie.media movie.initial_release_date
3176,omg video,movie.media
3177,show me videos of spielberg movies,movie.media movie.directed_by
3178,what are the top five british dramas,movie.country movie.genre movie.star_rating
3179,what is the worst french film to date,movie.country movie.star_rating
3180,what is the best french movie of all time,movie.country movie.star_rating
3181,what are the top ten french movies of all time,movie.country movie.star_rating
3182,what top movies are from the uk,movie.country movie.star_rating
3183,alfred hitchcock's best films,movie.directed_by movie.star_rating
3184,what is alfred hitchcock's most famous movie,movie.directed_by movie.star_rating
3185,show me martin scorcese's best movies,movie.directed_by movie.star_rating
3186,show me a popular robert wise movie,movie.directed_by movie.star_rating
3187,what is the most popular steven spielberg movie,movie.directed_by movie.star_rating
3188,what are the top rated movies this year,movie.star_rating movie.initial_release_date
3189,show me the best films of twenty eleven for warner brothers,movie.production_companies movie.star_rating movie.initial_release_date
3190,tell me some of the best nc-17 movies,movie.rating movie.star_rating
3191,adam sandler's best movie list,movie.starring.actor movie.star_rating
3192,brad pitt popular movies,movie.starring.actor movie.star_rating
